Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Avg_Temperature,Max_Temperature,Min_Temperature
Rapeseed &Mustard,1998,Kharif     ,Karnataka,6673.0,1790,1260.8,659292.4,1935.17,0.211,25.85,36.034,16.947
Rice,1998,Kharif     ,Karnataka,1079193.0,2599170,1260.8,106624268.4,312965.97,2.311,25.85,36.034,16.947
Rice,1998,Rabi       ,Karnataka,51782.0,106072,1260.8,5116061.6,15016.78,2.054,25.85,36.034,16.947
Rice,1998,Summer     ,Karnataka,295830.0,951569,1260.8,29228004.0,85790.7,2.994,25.85,36.034,16.947
Safflower,1998,Rabi       ,Karnataka,97487.0,58727,1260.8,9631715.6,28271.23,0.616,25.85,36.034,16.947
Sesamum,1998,Kharif     ,Karnataka,115250.0,46673,1260.8,11386700.0,33422.5,0.417,25.85,36.034,16.947
Soyabean,1998,Kharif     ,Karnataka,65309.0,70294,1260.8,6452529.2,18939.61,1.061,25.85,36.034,16.947
Sunflower,1998,Kharif     ,Karnataka,430676.0,127090,1260.8,42550788.8,124896.04,0.383,25.85,36.034,16.947
Sunflower,1998,Rabi       ,Karnataka,359514.0,112736,1260.8,35519983.2,104259.06,0.39,25.85,36.034,16.947
Sunflower,1998,Summer     ,Karnataka,43156.0,24211,1260.8,4263812.8,12515.24,0.595,25.85,36.034,16.947
Turmeric,1998,Whole Year ,Karnataka,5007.0,25386,1260.8,494691.6,1452.03,4.682,25.85,36.034,16.947
Wheat,1998,Rabi       ,Karnataka,268981.0,219433,1260.8,26575322.8,78004.49,0.849,25.85,36.034,16.947
Arecanut,1998,Whole Year ,Kerala,73639.0,68479,3151.5,7275533.2,21355.31,0.798,25.354,32.692,19.955
Banana,1998,Whole Year ,Kerala,30521.0,386588,3151.5,3015474.8,8851.09,12.857,25.354,32.692,19.955
Black pepper,1998,Whole Year ,Kerala,182384.0,68510,3151.5,18019539.2,52891.36,0.261,25.354,32.692,19.955
Cardamom,1998,Whole Year ,Kerala,41449.0,4990,3151.5,4095161.2,12020.21,0.046,25.354,32.692,19.955
Cashewnut,1998,Whole Year ,Kerala,91268.0,51336,3151.5,9017278.4,26467.72,0.484,25.354,32.692,19.955
Coconut ,1998,Whole Year ,Kerala,882288.0,5132000000,3151.5,87170054.4,255863.52,5304.749,25.354,32.692,19.955
Cotton(lint),1998,Kharif     ,Kerala,10999.0,17752,3151.5,1086701.2,3189.71,1.61,25.354,32.692,19.955
Dry chillies,1998,Whole Year ,Kerala,297.0,288,3151.5,29343.6,86.13,0.938,25.354,32.692,19.955
Garlic,1998,Whole Year ,Kerala,742.0,12614,3151.5,73309.6,215.18,17.0,25.354,32.692,19.955
Ginger,1998,Whole Year ,Kerala,11107.0,39362,3151.5,1097371.6,3221.03,2.93,25.354,32.692,19.955
Groundnut,1998,Kharif     ,Kerala,7021.0,5219,3151.5,693674.8,2036.09,0.62,25.354,32.692,19.955
Jowar,1998,Kharif     ,Kerala,2177.0,1108,3151.5,215087.6,631.33,0.505,25.354,32.692,19.955
Ragi,1998,Kharif     ,Kerala,1157.0,936,3151.5,114311.6,335.53,0.81,25.354,32.692,19.955
Rice,1998,Autumn     ,Kerala,120217.0,235849,3151.5,11877439.6,34862.93,1.857,25.354,32.692,19.955
Rice,1998,Summer     ,Kerala,57700.0,144872,3151.5,5700760.0,16733.0,2.116,25.354,32.692,19.955
Rice,1998,Winter     ,Kerala,174714.0,346022,3151.5,17261743.2,50667.06,1.937,25.354,32.692,19.955
Sesamum,1998,Kharif     ,Kerala,3303.0,1057,3151.5,326336.4,957.87,0.467,25.354,32.692,19.955
Sugarcane,1998,Whole Year ,Kerala,6160.0,472160,3151.5,608608.0,1786.4,64.83,25.354,32.692,19.955
Sweet potato,1998,Whole Year ,Kerala,1099.0,11924,3151.5,108581.2,318.71,11.718,25.354,32.692,19.955
Tapioca,1998,Whole Year ,Kerala,112774.0,2630155,3151.5,11142071.2,32704.46,25.518,25.354,32.692,19.955
Tobacco,1998,Whole Year ,Kerala,41.0,228,3151.5,4050.8,11.89,5.56,25.354,32.692,19.955
Turmeric,1998,Whole Year ,Kerala,3706.0,8034,3151.5,366152.8,1074.74,1.998,25.354,32.692,19.955
Arecanut,1998,Whole Year ,Meghalaya,9585.0,11567,6552.7,946998.0,2779.65,1.152,19.131,26.694,11.292
Arhar/Tur,1998,Kharif     ,Meghalaya,861.0,678,6552.7,85066.8,249.69,0.803,19.131,26.694,11.292
Banana,1998,Whole Year ,Meghalaya,5194.0,62888,6552.7,513167.2,1506.26,11.267,19.131,26.694,11.292
Cotton(lint),1998,Kharif     ,Meghalaya,7549.0,5599,6552.7,745841.2,2189.21,0.797,19.131,26.694,11.292
Dry chillies,1998,Whole Year ,Meghalaya,1764.0,1051,6552.7,174283.2,511.56,0.599,19.131,26.694,11.292
Ginger,1998,Kharif     ,Meghalaya,7403.0,45590,6552.7,731416.4,2146.87,6.009,19.131,26.694,11.292
Gram,1998,Rabi       ,Meghalaya,463.0,283,6552.7,45744.4,134.27,0.61,19.131,26.694,11.292
Jute,1998,Kharif     ,Meghalaya,4241.0,27097,6552.7,419010.8,1229.89,7.553,19.131,26.694,11.292
Linseed,1998,Kharif     ,Meghalaya,51.0,23,6552.7,5038.8,14.79,0.45,19.131,26.694,11.292
Maize,1998,Kharif     ,Meghalaya,17219.0,25272,6552.7,1701237.2,4993.51,1.457,19.131,26.694,11.292
Mesta,1998,Kharif     ,Meghalaya,4681.0,21362,6552.7,462482.8,1357.49,4.58,19.131,26.694,11.292
Mesta,1998,Whole Year ,Meghalaya,871.0,631,6552.7,86054.8,252.59,0.68,19.131,26.694,11.292
Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938.0,1527,6552.7,191474.4,562.02,0.756,19.131,26.694,11.292
Potato,1998,Whole Year ,Meghalaya,20753.0,201059,6552.7,2050396.4,6018.37,7.739,19.131,26.694,11.292
Rapeseed &Mustard,1998,Rabi       ,Meghalaya,6916.0,4576,6552.7,683300.8,2005.64,0.636,19.131,26.694,11.292
Rice,1998,Kharif     ,Meghalaya,105402.0,149742,6552.7,10413717.6,30566.58,1.51,19.131,26.694,11.292
Sesamum,1998,Kharif     ,Meghalaya,1322.0,694,6552.7,130613.6,383.38,0.576,19.131,26.694,11.292
Small millets,1998,Kharif     ,Meghalaya,2823.0,2282,6552.7,278912.4,818.67,0.871,19.131,26.694,11.292
Soyabean,1998,Kharif     ,Meghalaya,899.0,812,6552.7,88821.2,260.71,0.881,19.131,26.694,11.292
Sugarcane,1998,Whole Year ,Meghalaya,83.0,225,6552.7,8200.4,24.07,2.328,19.131,26.694,11.292
Sweet potato,1998,Whole Year ,Meghalaya,5181.0,17291,6552.7,511882.8,1502.49,3.303,19.131,26.694,11.292
Tapioca,1998,Whole Year ,Meghalaya,3963.0,21251,6552.7,391544.4,1149.27,6.547,19.131,26.694,11.292
Tobacco,1998,Whole Year ,Meghalaya,742.0,507,6552.7,73309.6,215.18,0.61,19.131,26.694,11.292
Turmeric,1998,Whole Year ,Meghalaya,1375.0,6997,6552.7,135850.0,398.75,5.624,19.131,26.694,11.292
Wheat,1998,Rabi       ,Meghalaya,4287.0,6998,6552.7,423555.6,1243.23,1.605,19.131,26.694,11.292
Arecanut,1998,Whole Year ,West Bengal,8239.0,13665,2152.5,814013.2,2389.31,1.595,25.748,35.759,16.392
Arhar/Tur,1998,Kharif     ,West Bengal,2606.0,1672,2152.5,257472.8,755.74,0.757,25.748,35.759,16.392
Bajra,1998,Kharif     ,West Bengal,175.0,84,2152.5,17290.0,50.75,0.437,25.748,35.759,16.392
Barley,1998,Rabi       ,West Bengal,5938.0,5910,2152.5,586674.4,1722.02,1.104,25.748,35.759,16.392
Cardamom,1998,Whole Year ,West Bengal,2875.0,690,2152.5,284050.0,833.75,0.24,25.748,35.759,16.392
Castor seed,1998,Rabi       ,West Bengal,54.0,38,2152.5,5335.2,15.66,0.7,25.748,35.759,16.392
Coconut ,1998,Whole Year ,West Bengal,24616.0,318174400,2152.5,2432060.8,7138.64,12448.062,25.748,35.759,16.392
Cotton(lint),1998,Kharif     ,West Bengal,200.0,73,2152.5,19760.0,58.0,0.37,25.748,35.759,16.392
Dry chillies,1998,Whole Year ,West Bengal,64354.0,51303,2152.5,6358175.2,18662.66,0.891,25.748,35.759,16.392
Ginger,1998,Kharif     ,West Bengal,9398.0,18839,2152.5,928522.4,2725.42,1.449,25.748,35.759,16.392
Gram,1998,Rabi       ,West Bengal,23286.0,18971,2152.5,2300656.8,6752.94,0.875,25.748,35.759,16.392
Groundnut,1998,Whole Year ,West Bengal,30157.0,34994,2152.5,2979511.6,8745.53,1.129,25.748,35.759,16.392
Horse-gram,1998,Rabi       ,West Bengal,4958.0,2043,2152.5,489850.4,1437.82,0.422,25.748,35.759,16.392
Jowar,1998,Kharif     ,West Bengal,886.0,414,2152.5,87536.8,256.94,0.465,25.748,35.759,16.392
Jute,1998,Kharif     ,West Bengal,612066.0,7373630,2152.5,60472120.8,177499.14,13.247,25.748,35.759,16.392
Khesari,1998,Rabi       ,West Bengal,23300.0,20850,2152.5,2302040.0,6757.0,0.775,25.748,35.759,16.392
Linseed,1998,Rabi       ,West Bengal,10323.0,2691,2152.5,1019912.4,2993.67,0.24,25.748,35.759,16.392
Maize,1998,Kharif     ,West Bengal,38519.0,121161,2152.5,3805677.2,11170.51,2.634,25.748,35.759,16.392
Masoor,1998,Rabi       ,West Bengal,51919.0,35600,2152.5,5129597.2,15056.51,0.601,25.748,35.759,16.392
Mesta,1998,Kharif     ,West Bengal,9911.0,81030,2152.5,979206.8,2874.19,8.454,25.748,35.759,16.392
Moong(Green Gram),1998,Kharif     ,West Bengal,822.0,429,2152.5,81213.6,238.38,0.507,25.748,35.759,16.392
Moong(Green Gram),1998,Rabi       ,West Bengal,2729.0,1598,2152.5,269625.2,791.41,0.61,25.748,35.759,16.392
Moong(Green Gram),1998,Summer     ,West Bengal,9320.0,2980,2152.5,920816.0,2702.8,0.313,25.748,35.759,16.392
Niger seed,1998,Kharif     ,West Bengal,7587.0,4100,2152.5,749595.6,2200.23,0.408,25.748,35.759,16.392
Other Kharif pulses,1998,Kharif     ,West Bengal,768.0,318,2152.5,75878.4,222.72,0.516,25.748,35.759,16.392
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230.0,6776,2152.5,911924.0,2676.7,0.706,25.748,35.759,16.392
Potato,1998,Whole Year ,West Bengal,318199.0,6689636,2152.5,31438061.2,92277.71,18.959,25.748,35.759,16.392
Ragi,1998,Kharif     ,West Bengal,12895.0,15648,2152.5,1274026.0,3739.55,0.91,25.748,35.759,16.392
Rapeseed &Mustard,1998,Rabi       ,West Bengal,344358.0,251740,2152.5,34022570.4,99863.82,0.667,25.748,35.759,16.392
Rice,1998,Autumn     ,West Bengal,425002.0,740688,2152.5,41990197.6,123250.58,1.751,25.748,35.759,16.392
Rice,1998,Summer     ,West Bengal,1450473.0,4921984,2152.5,143306732.4,420637.17,3.22,25.748,35.759,16.392
Rice,1998,Winter     ,West Bengal,4028620.0,7653780,2152.5,398027656.0,1168299.8,1.782,25.748,35.759,16.392
Safflower,1998,Rabi       ,West Bengal,48.0,16,2152.5,4742.4,13.92,0.458,25.748,35.759,16.392
Sannhamp,1998,Whole Year ,West Bengal,1800.0,9280,2152.5,177840.0,522.0,4.971,25.748,35.759,16.392
Sesamum,1998,Whole Year ,West Bengal,100425.0,85448,2152.5,9921990.0,29123.25,0.741,25.748,35.759,16.392
Small millets,1998,Kharif     ,West Bengal,3742.0,1877,2152.5,369709.6,1085.18,0.576,25.748,35.759,16.392
Small millets,1998,Rabi       ,West Bengal,1235.0,1387,2152.5,122018.0,358.15,1.035,25.748,35.759,16.392
Soyabean,1998,Kharif     ,West Bengal,800.0,461,2152.5,79040.0,232.0,0.482,25.748,35.759,16.392
Sugarcane,1998,Whole Year ,West Bengal,26949.0,2001900,2152.5,2662561.2,7815.21,75.314,25.748,35.759,16.392
Sunflower,1998,Kharif     ,West Bengal,149.0,111,2152.5,14721.2,43.21,0.71,25.748,35.759,16.392
Turmeric,1998,Whole Year ,West Bengal,12763.0,21487,2152.5,1260984.4,3701.27,1.569,25.748,35.759,16.392
Urad,1998,Kharif     ,West Bengal,58878.0,25071,2152.5,5817146.4,17074.62,0.402,25.748,35.759,16.392
Urad,1998,Rabi       ,West Bengal,15112.0,9700,2152.5,1493065.6,4382.48,0.649,25.748,35.759,16.392
Wheat,1998,Rabi       ,West Bengal,367472.0,778090,2152.5,36306233.6,106566.88,1.871,25.748,35.759,16.392
Arecanut,1999,Whole Year ,Assam,73464.0,52924,2201.8,7796734.32,19835.28,0.746,24.694,34.815,16.007
Arhar/Tur,1999,Kharif     ,Assam,7266.0,5102,2201.8,771140.58,1961.82,0.708,24.694,34.815,16.007
Banana,1999,Whole Year ,Assam,41922.0,583383,2201.8,4449181.86,11318.94,13.747,24.694,34.815,16.007
Castor seed,1999,Kharif     ,Assam,1726.0,704,2201.8,183180.38,466.02,0.423,24.694,34.815,16.007
Coconut ,1999,Whole Year ,Assam,20238.0,150062000,2201.8,2147858.94,5464.26,5672.117,24.694,34.815,16.007
Cotton(lint),1999,Kharif     ,Assam,1637.0,746,2201.8,173734.81,441.99,0.412,24.694,34.815,16.007
Dry chillies,1999,Whole Year ,Assam,14418.0,9516,2201.8,1530182.34,3892.86,0.637,24.694,34.815,16.007
Gram,1999,Rabi       ,Assam,2336.0,1196,2201.8,247919.68,630.72,0.47,24.694,34.815,16.007
Jute,1999,Kharif     ,Assam,73545.0,657537,2201.8,7805330.85,19857.15,9.132,24.694,34.815,16.007
Linseed,1999,Rabi       ,Assam,10248.0,5323,2201.8,1087620.24,2766.96,0.503,24.694,34.815,16.007
Maize,1999,Kharif     ,Assam,19708.0,14056,2201.8,2091610.04,5321.16,0.614,24.694,34.815,16.007
Mesta,1999,Kharif     ,Assam,5177.0,25515,2201.8,549435.01,1397.79,4.622,24.694,34.815,16.007
Niger seed,1999,Kharif     ,Assam,8904.0,4582,2201.8,944981.52,2404.08,0.549,24.694,34.815,16.007
Onion,1999,Whole Year ,Assam,7365.0,17167,2201.8,781647.45,1988.55,2.322,24.694,34.815,16.007
Other  Rabi pulses,1999,Rabi       ,Assam,106576.0,58390,2201.8,11310910.88,28775.52,0.532,24.694,34.815,16.007
Potato,1999,Whole Year ,Assam,76748.0,699744,2201.8,8145265.24,20721.96,8.063,24.694,34.815,16.007
Rapeseed &Mustard,1999,Rabi       ,Assam,286241.0,129425,2201.8,30378757.33,77285.07,0.48,24.694,34.815,16.007
Rice,1999,Autumn     ,Assam,557220.0,514156,2201.8,59137758.6,150449.4,1.095,24.694,34.815,16.007
Rice,1999,Summer     ,Assam,294654.0,653783,2201.8,31271629.02,79556.58,1.99,24.694,34.815,16.007
Rice,1999,Winter     ,Assam,1793994.0,2692709,2201.8,190396583.2,484378.38,1.501,24.694,34.815,16.007
Sesamum,1999,Kharif     ,Assam,15143.0,7866,2201.8,1607126.59,4088.61,0.485,24.694,34.815,16.007
Small millets,1999,Kharif     ,Assam,10681.0,5467,2201.8,1133574.53,2883.87,0.503,24.694,34.815,16.007
Sugarcane,1999,Whole Year ,Assam,29107.0,1154615,2201.8,3089125.91,7858.89,40.435,24.694,34.815,16.007
Sweet potato,1999,Whole Year ,Assam,8955.0,30979,2201.8,950394.15,2417.85,3.409,24.694,34.815,16.007
Tapioca,1999,Whole Year ,Assam,2836.0,13444,2201.8,300984.68,765.72,4.437,24.694,34.815,16.007
Tobacco,1999,Whole Year ,Assam,1373.0,695,2201.8,145716.49,370.71,0.574,24.694,34.815,16.007
Turmeric,1999,Whole Year ,Assam,10980.0,7586,2201.8,1165307.4,2964.6,0.667,24.694,34.815,16.007
Wheat,1999,Rabi       ,Assam,76310.0,97583,2201.8,8098780.3,20603.7,1.257,24.694,34.815,16.007
Arecanut,1999,Whole Year ,Goa,1550.0,1880,3879.3,164501.5,418.5,1.21,24.848,34.758,16.958
Banana,1999,Whole Year ,Goa,1950.0,14500,3879.3,206953.5,526.5,7.44,24.848,34.758,16.958
Black pepper,1999,Whole Year ,Goa,275.0,120,3879.3,29185.75,74.25,0.44,24.848,34.758,16.958
Cashewnut,1999,Whole Year ,Goa,53292.0,17274,3879.3,5655879.96,14388.84,0.32,24.848,34.758,16.958
Coconut ,1999,Whole Year ,Goa,24975.0,121580000,3879.3,2650596.75,6743.25,4868.07,24.848,34.758,16.958
Groundnut,1999,Kharif     ,Goa,350.0,513,3879.3,37145.5,94.5,1.47,24.848,34.758,16.958
Groundnut,1999,Rabi       ,Goa,1004.0,1767,3879.3,106554.52,271.08,1.76,24.848,34.758,16.958
Other  Rabi pulses,1999,Rabi       ,Goa,9227.0,8430,3879.3,979261.51,2491.29,0.91,24.848,34.758,16.958
Other Kharif pulses,1999,Kharif     ,Goa,1000.0,578,3879.3,106130.0,270.0,0.58,24.848,34.758,16.958
Ragi,1999,Kharif     ,Goa,1000.0,1070,3879.3,106130.0,270.0,1.07,24.848,34.758,16.958
Rice,1999,Kharif     ,Goa,40500.0,96281,3879.3,4298265.0,10935.0,2.38,24.848,34.758,16.958
Rice,1999,Rabi       ,Goa,16213.0,43642,3879.3,1720685.69,4377.51,2.69,24.848,34.758,16.958
Sugarcane,1999,Whole Year ,Goa,1335.0,68440,3879.3,141683.55,360.45,51.27,24.848,34.758,16.958
Arecanut,1999,Whole Year ,Kerala,81941.0,83337,2914.6,8696398.33,22124.07,0.831,24.741,32.075,19.345
Banana,1999,Whole Year ,Kerala,39046.0,398145,2914.6,4143951.98,10542.42,10.363,24.741,32.075,19.345
Black pepper,1999,Whole Year ,Kerala,198406.0,47543,2914.6,21056828.78,53569.62,0.194,24.741,32.075,19.345
Cardamom,1999,Whole Year ,Kerala,41491.0,6585,2914.6,4403439.83,11202.57,0.057,24.741,32.075,19.345
Cashewnut,1999,Whole Year ,Kerala,89403.0,65547,2914.6,9488340.39,24138.81,0.491,24.741,32.075,19.345
Coconut ,1999,Whole Year ,Kerala,925035.0,5680000000,2914.6,98173964.55,249759.45,5581.026,24.741,32.075,19.345
Cotton(lint),1999,Kharif     ,Kerala,4772.0,7702,2914.6,506452.36,1288.44,1.61,24.741,32.075,19.345
Dry chillies,1999,Whole Year ,Kerala,312.0,310,2914.6,33112.56,84.24,0.975,24.741,32.075,19.345
Garlic,1999,Whole Year ,Kerala,849.0,14433,2914.6,90104.37,229.23,17.0,24.741,32.075,19.345
Ginger,1999,Whole Year ,Kerala,11264.0,41344,2914.6,1195448.32,3041.28,3.159,24.741,32.075,19.345
Groundnut,1999,Kharif     ,Kerala,6921.0,5144,2914.6,734525.73,1868.67,0.37,24.741,32.075,19.345
Jowar,1999,Kharif     ,Kerala,2529.0,1287,2914.6,268402.77,682.83,0.255,24.741,32.075,19.345
Ragi,1999,Kharif     ,Kerala,870.0,704,2914.6,92333.1,234.9,0.815,24.741,32.075,19.345
Rice,1999,Autumn     ,Kerala,121525.0,252876,2914.6,12897448.25,32811.75,2.082,24.741,32.075,19.345
Rice,1999,Summer     ,Kerala,58021.0,144551,2914.6,6157768.73,15665.67,2.293,24.741,32.075,19.345
Rice,1999,Winter     ,Kerala,170228.0,373259,2914.6,18066297.64,45961.56,2.097,24.741,32.075,19.345
Sesamum,1999,Kharif     ,Kerala,2612.0,718,2914.6,277211.56,705.24,0.375,24.741,32.075,19.345
Sugarcane,1999,Whole Year ,Kerala,5780.0,578820,2914.6,613431.4,1560.6,88.222,24.741,32.075,19.345
Sweet potato,1999,Whole Year ,Kerala,989.0,10698,2914.6,104962.57,267.03,11.796,24.741,32.075,19.345
Tapioca,1999,Whole Year ,Kerala,111922.0,2531752,2914.6,11878281.86,30218.94,24.258,24.741,32.075,19.345
Tobacco,1999,Whole Year ,Kerala,44.0,245,2914.6,4669.72,11.88,5.57,24.741,32.075,19.345
Turmeric,1999,Whole Year ,Kerala,3971.0,8362,2914.6,421442.23,1072.17,1.999,24.741,32.075,19.345
Arecanut,1999,Whole Year ,Meghalaya,9645.0,12510,6200.3,1023623.85,2604.15,1.245,19.588,27.849,11.732
Arhar/Tur,1999,Kharif     ,Meghalaya,871.0,647,6200.3,92439.23,235.17,0.78,19.588,27.849,11.732
Banana,1999,Whole Year ,Meghalaya,5319.0,63383,6200.3,564505.47,1436.13,11.163,19.588,27.849,11.732
Castor seed,1999,Kharif     ,Meghalaya,27.0,14,6200.3,2865.51,7.29,0.515,19.588,27.849,11.732
Cotton(lint),1999,Kharif     ,Meghalaya,7455.0,5549,6200.3,791199.15,2012.85,0.8,19.588,27.849,11.732
Dry chillies,1999,Whole Year ,Meghalaya,1790.0,1128,6200.3,189972.7,483.3,0.636,19.588,27.849,11.732
Ginger,1999,Kharif     ,Meghalaya,7606.0,44710,6200.3,807224.78,2053.62,5.766,19.588,27.849,11.732
Gram,1999,Rabi       ,Meghalaya,460.0,283,6200.3,48819.8,124.2,0.617,19.588,27.849,11.732
Jute,1999,Kharif     ,Meghalaya,4235.0,31781,6200.3,449460.55,1143.45,6.76,19.588,27.849,11.732
Maize,1999,Kharif     ,Meghalaya,16637.0,24051,6200.3,1765684.81,4491.99,1.449,19.588,27.849,11.732
Mesta,1999,Kharif     ,Meghalaya,4457.0,20071,6200.3,473021.41,1203.39,4.557,19.588,27.849,11.732
Potato,1999,Whole Year ,Meghalaya,18339.0,143287,6200.3,1946318.07,4951.53,6.859,19.588,27.849,11.732
Rapeseed &Mustard,1999,Rabi       ,Meghalaya,7042.0,4648,6200.3,747367.46,1901.34,0.654,19.588,27.849,11.732
Rice,1999,Kharif     ,Meghalaya,102482.0,156887,6200.3,10876414.66,27670.14,1.606,19.588,27.849,11.732
Rice,1999,Rabi       ,Meghalaya,3929.0,13846,6200.3,416984.77,1060.83,1.756,19.588,27.849,11.732
Sesamum,1999,Kharif     ,Meghalaya,1304.0,680,6200.3,138393.52,352.08,0.589,19.588,27.849,11.732
Soyabean,1999,Kharif     ,Meghalaya,1038.0,928,6200.3,110162.94,280.26,0.889,19.588,27.849,11.732
Sugarcane,1999,Whole Year ,Meghalaya,80.0,223,6200.3,8490.4,21.6,2.372,19.588,27.849,11.732
Sweet potato,1999,Whole Year ,Meghalaya,5220.0,17591,6200.3,553998.6,1409.4,3.416,19.588,27.849,11.732
Tapioca,1999,Whole Year ,Meghalaya,4022.0,21497,6200.3,426854.86,1085.94,6.39,19.588,27.849,11.732
Tobacco,1999,Whole Year ,Meghalaya,719.0,488,6200.3,76307.47,194.13,0.636,19.588,27.849,11.732
Turmeric,1999,Whole Year ,Meghalaya,1458.0,8196,6200.3,154737.54,393.66,5.284,19.588,27.849,11.732
Arecanut,1999,Whole Year ,Puducherry,65.0,130,1434.588,6898.45,17.55,2.0,27.736,32.794,23.785
Bajra,1999,Kharif     ,Puducherry,170.0,470,1434.588,18042.1,45.9,2.76,27.736,32.794,23.785
Banana,1999,Whole Year ,Puducherry,282.0,8890,1434.588,29928.66,76.14,29.25,27.736,32.794,23.785
Black pepper,1999,Whole Year ,Puducherry,12.0,7,1434.588,1273.56,3.24,0.58,27.736,32.794,23.785
Cashewnut,1999,Whole Year ,Puducherry,210.0,177,1434.588,22287.3,56.7,2.69,27.736,32.794,23.785
Coconut ,1999,Whole Year ,Puducherry,2214.0,27816000,1434.588,234971.82,597.78,12812.448,27.736,32.794,23.785
Coriander,1999,Whole Year ,Puducherry,3.0,2,1434.588,318.39,0.81,0.67,27.736,32.794,23.785
Cotton(lint),1999,Kharif     ,Puducherry,357.0,1835,1434.588,37888.41,96.39,5.14,27.736,32.794,23.785
Dry chillies,1999,Whole Year ,Puducherry,11.0,35,1434.588,1167.43,2.97,3.305,27.736,32.794,23.785
Ginger,1999,Kharif     ,Puducherry,133.0,94,1434.588,14115.29,35.91,0.677,27.736,32.794,23.785
Groundnut,1999,Kharif     ,Puducherry,898.0,2511,1434.588,95304.74,242.46,2.125,27.736,32.794,23.785
Jowar,1999,Kharif     ,Puducherry,3.0,3,1434.588,318.39,0.81,1.0,27.736,32.794,23.785
Moong(Green Gram),1999,Rabi       ,Puducherry,2453.0,1321,1434.588,260336.89,662.31,0.553,27.736,32.794,23.785
Onion,1999,Whole Year ,Puducherry,14.0,183,1434.588,1485.82,3.78,13.07,27.736,32.794,23.785
Other  Rabi pulses,1999,Rabi       ,Puducherry,63.0,123,1434.588,6686.19,17.01,1.333,27.736,32.794,23.785
Ragi,1999,Kharif     ,Puducherry,124.0,452,1434.588,13160.12,33.48,3.325,27.736,32.794,23.785
Rapeseed &Mustard,1999,Rabi       ,Puducherry,64.0,483,1434.588,6792.32,17.28,6.023,27.736,32.794,23.785
Rice,1999,Kharif     ,Puducherry,25444.0,59433,1434.588,2700371.72,6869.88,2.61,27.736,32.794,23.785
Sugarcane,1999,Whole Year ,Puducherry,2798.0,237610,1434.588,296951.74,755.46,83.0,27.736,32.794,23.785
Tapioca,1999,Whole Year ,Puducherry,365.0,10571,1434.588,38737.45,98.55,18.29,27.736,32.794,23.785
Urad,1999,Rabi       ,Puducherry,3159.0,2467,1434.588,335264.67,852.93,0.763,27.736,32.794,23.785
Arecanut,1999,Whole Year ,West Bengal,7677.0,13124,2318.1,814760.01,2072.79,1.864,25.806,36.204,16.809
Arhar/Tur,1999,Kharif     ,West Bengal,3077.0,2320,2318.1,326562.01,830.79,0.83,25.806,36.204,16.809
Bajra,1999,Kharif     ,West Bengal,146.0,96,2318.1,15494.98,39.42,0.607,25.806,36.204,16.809
Barley,1999,Rabi       ,West Bengal,5077.0,4686,2318.1,538822.01,1370.79,0.777,25.806,36.204,16.809
Cardamom,1999,Whole Year ,West Bengal,2875.0,690,2318.1,305123.75,776.25,0.24,25.806,36.204,16.809
Castor seed,1999,Kharif     ,West Bengal,35.0,24,2318.1,3714.55,9.45,0.69,25.806,36.204,16.809
Coconut ,1999,Whole Year ,West Bengal,24216.0,324305700,2318.1,2570044.08,6538.32,13592.128,25.806,36.204,16.809
Cotton(lint),1999,Kharif     ,West Bengal,750.0,2040,2318.1,79597.5,202.5,2.72,25.806,36.204,16.809
Dry chillies,1999,Autumn     ,West Bengal,16849.0,13874,2318.1,1788184.37,4549.23,0.717,25.806,36.204,16.809
Dry chillies,1999,Rabi       ,West Bengal,46293.0,38430,2318.1,4913076.09,12499.11,1.043,25.806,36.204,16.809
Ginger,1999,Kharif     ,West Bengal,9165.0,18890,2318.1,972681.45,2474.55,1.663,25.806,36.204,16.809
